縣市代碼,縣市名稱,學校代碼,學校名稱,班級數7年級,班級數8年級,班級數9年級,學生數7年級男,學生數7年級女,學生數8年級男,學生數8年級女,學生數9年級男,學生數9年級女,上學年男畢業生,上學年女畢業生,男專任教師,女專任教師,男職員,女職員,lat,lng
6,臺中市,64406,市立神岡高工附設國中部,8,9,9,117,80,133,111,127,97,121,120,0,0,0,0,24.246864,120.681939
6,臺中市,64501,市立豐原國中,11,13,13,156,130,178,161,149,159,172,156,34,61,5,6,24.2616162,120.7197251
6,臺中市,64502,市立豐東國中,20,22,22,285,276,317,312,307,326,321,271,43,117,2,11,24.247688,120.7296032
6,臺中市,64503,市立豐南國中,18,18,17,254,238,226,249,224,236,238,210,41,88,3,9,24.239154,120.716777
6,臺中市,64504,市立潭子國中,8,7,11,100,91,83,97,108,125,93,105,16,47,2,5,24.2096079,120.7081277
6,臺中市,64505,市立大雅國中,14,14,16,166,176,177,185,186,203,176,178,40,77,3,9,24.2238501,120.6496866
6,臺中市,64507,市立后里國中,6,7,7,79,61,82,80,85,86,123,88,18,32,1,7,24.307963,120.6954847
6,臺中市,64509,市立外埔國中,6,6,5,58,53,69,54,61,69,87,72,15,30,2,6,24.3322462,120.6508031
6,臺中市,64510,市立大甲國中,18,17,17,242,203,230,211,231,198,251,185,38,96,3,8,24.353289,120.6224064
6,臺中市,64511,市立日南國中,8,8,9,110,95,113,88,125,112,125,132,18,44,2,5,24.3780162,120.6523129
6,臺中市,64512,市立大安國中,3,3,3,21,11,21,26,22,21,25,25,10,18,1,5,25.030845,121.54617
6,臺中市,64513,市立清水國中,17,19,21,241,245,273,261,294,270,294,273,44,101,1,12,24.267959,120.562458
6,臺中市,64514,市立清泉國中,4,6,5,43,41,59,57,57,50,82,46,14,27,3,3,24.305823,120.59252
6,臺中市,64515,市立沙鹿國中,18,20,19,250,236,239,239,264,243,241,200,48,91,1,11,24.2349537,120.5633231
6,臺中市,64516,市立梧棲國中,6,8,9,64,60,70,88,106,108,94,101,24,34,3,5,24.2526956,120.532722
6,臺中市,64517,市立龍井國中,5,6,6,71,43,80,69,81,75,80,76,15,30,1,7,24.1919161,120.5433808
6,臺中市,64518,市立四箴國中,9,7,8,125,100,93,83,114,86,106,98,15,50,2,6,24.1792488,120.5759848
6,臺中市,64519,市立大道國中,10,12,12,122,118,134,132,129,136,122,141,27,64,2,6,24.1471742,120.5498765
6,臺中市,64520,市立烏日國中,5,4,4,57,44,49,42,55,48,50,46,11,22,0,7,24.1050716,120.6174006
3,桃園市,34531,市立瑞原國中,4,4,4,42,27,51,26,35,26,47,35,13,19,2,5,24.9334978,121.1215104
3,桃園市,34533,市立觀音國中,3,4,5,33,38,52,35,46,45,48,39,15,18,2,3,25.0388807,121.0807615
3,桃園市,34534,市立草漯國中,6,6,7,73,79,92,74,93,72,86,80,17,30,3,5,25.0447137,121.1405555
3,桃園市,34536,市立大坡國中,3,3,3,19,15,17,19,23,18,20,26,10,20,1,3,24.9611593,121.0397864
3,桃園市,34537,市立永安國中,3,3,3,13,8,19,16,22,18,24,18,7,24,1,5,22.8233569,120.2403399
3,桃園市,34538,市立龍潭國中,17,14,15,221,232,192,188,227,206,177,196,36,83,3,8,24.8564263,121.2175825
3,桃園市,34539,市立凌雲國中,6,8,7,80,48,97,82,76,78,113,89,14,42,3,6,24.85867,121.202121
3,桃園市,34540,市立石門國中,8,8,8,101,90,115,91,87,108,106,93,21,45,1,8,24.8408333,121.24
3,桃園市,34541,市立介壽國中,0,0,0,0,0,0,0,0,0,25,27,0,0,0,0,25.0564253,121.5564352
3,桃園市,34542,市立慈文國中,23,25,24,348,353,390,357,371,328,327,299,57,126,5,10,25.0094401,121.3016355
7,彰化縣,74535,縣立和群國中,10,9,10,144,117,121,132,147,121,148,121,25,47,1,7,24.1114572,120.5194953
7,彰化縣,74536,縣立大同國中,23,23,24,297,310,299,336,349,318,331,354,57,110,4,12,22.678426,120.477654
7,彰化縣,74537,縣立原斗國中(小),1,1,1,5,8,10,10,11,17,14,12,4,10,1,4,23.8944729,120.4263714
7,彰化縣,74538,縣立彰興國中,18,18,18,266,274,264,272,295,231,283,271,39,91,11,2,24.0592742,120.5382511
7,彰化縣,74540,縣立彰泰國中,20,21,20,284,267,301,283,312,242,312,269,36,108,4,10,24.0914494,120.548645
7,彰化縣,74541,縣立信義國中(小),4,4,4,63,49,50,65,54,38,48,52,12,19,3,7,24.0627225,120.5281398
7,彰化縣,74542,縣立鹿江國際國中(小),3,3,3,46,34,41,36,33,44,0,0,6,15,0,2,24.0654947,120.4380802
7,彰化縣,74543,縣立民權華德福實驗國中(小),1,1,1,3,4,2,4,1,5,0,0,2,6,0,0,23.9333538,120.3476673
7,彰化縣,07C301,勵志中學附設國中部,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,23.8768384,120.6076966
8,南投縣,81312,私立三育高中附設國中部,1,1,1,11,11,24,16,23,13,15,8,0,0,0,0,23.9084174,120.9350563
8,南投縣,81313,私立弘明實驗高中國中部,2,2,2,19,22,22,17,17,18,17,18,0,0,0,0,23.8576862,120.6972649
8,南投縣,81314,私立普台中學國中部,6,6,6,106,74,114,73,112,70,112,95,0,0,0,0,23.9942691,120.93693
8,南投縣,81409,私立同德高中附設國中部,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,23.99842,120.695346
8,南投縣,81502,私立均頭國中(小),2,3,3,42,19,47,18,52,27,62,22,11,10,6,12,23.9503079,120.9729562
8,南投縣,84309,縣立旭光高中附設國中部,9,12,12,123,121,131,156,160,148,152,162,0,0,0,0,23.9795219,120.6945993
8,南投縣,84501,縣立南投國中,8,8,10,100,100,97,93,130,138,123,110,26,44,2,8,23.9130514,120.6754063
8,南投縣,84502,縣立南崗國中,9,12,9,119,111,146,139,123,109,131,120,33,49,2,8,23.8958218,120.6830195
8,南投縣,84503,縣立中興國中,18,18,18,289,208,280,224,272,224,270,277,47,93,4,11,23.931492,120.6938455
8,南投縣,84504,縣立鳳鳴國中,1,1,1,5,5,6,0,8,9,6,7,5,7,1,3,24.967511,121.331827
8,南投縣,84505,縣立埔里國中,10,12,12,93,136,148,147,143,125,138,155,35,69,4,9,23.968138,120.96847
8,南投縣,84506,縣立大成國中,6,6,6,59,67,71,72,60,66,75,71,24,32,2,6,24.9581072,121.305089
8,南投縣,84507,縣立宏仁國中,12,11,13,154,165,152,161,194,162,172,157,35,60,1,10,23.9614151,120.9728156
8,南投縣,84508,縣立草屯國中,13,12,13,165,167,150,144,177,185,163,180,24,73,3,9,23.977259,120.685991
8,南投縣,84510,縣立日新國中,3,3,3,36,28,35,25,30,41,29,34,11,11,0,5,23.9947408,120.6769951
8,南投縣,84511,縣立竹山國中,6,7,6,78,86,75,84,86,77,78,82,22,31,1,7,23.7533668,120.6818346
8,南投縣,84512,縣立延和國中,7,8,9,89,81,114,106,101,123,127,116,23,40,4,5,23.7604828,120.6950715
8,南投縣,84513,縣立社寮國中,1,1,1,3,4,9,5,5,7,8,6,3,9,0,4,23.8087654,120.7204455
8,南投縣,84514,縣立瑞竹國中,1,1,1,1,2,3,4,6,7,5,3,5,7,2,2,23.6674163,120.6709032
8,南投縣,84515,縣立集集國中,2,2,2,22,17,15,14,13,17,25,19,5,16,2,3,23.831825,120.7844139
8,南投縣,84516,縣立名間國中,4,4,4,44,42,47,41,56,48,60,50,12,22,0,7,23.844906,120.6951144
8,南投縣,84517,縣立三光國中,4,4,4,40,34,54,25,43,36,73,33,12,25,1,5,24.1672395,120.6984857
8,南投縣,84518,縣立鹿谷國中,1,2,2,16,7,13,12,24,11,18,19,10,8,2,2,23.7490928,120.7589191
8,南投縣,84519,縣立瑞峰國中,1,1,1,4,2,1,4,2,2,2,2,3,9,0,4,23.7825685,120.7762717
8,南投縣,84520,縣立中寮國中,1,1,2,11,10,11,13,16,17,13,12,3,11,1,4,23.8840263,120.7661448
8,南投縣,84521,縣立爽文國中,2,2,2,27,16,18,23,17,16,20,11,11,9,0,4,23.9333751,120.76193
8,南投縣,84522,縣立魚池國中,2,2,2,14,15,21,13,15,16,24,24,6,15,0,3,23.8944602,120.9317344
8,南投縣,84523,縣立明潭國中,1,1,1,5,2,6,7,3,3,0,1,4,8,0,3,23.8682513,120.9110706
8,南投縣,84524,縣立國姓國中,2,2,2,25,21,23,25,24,29,39,32,10,11,1,4,24.042665,120.858612
8,南投縣,84525,縣立北梅國中,1,1,1,8,3,5,6,10,11,9,11,5,8,0,3,24.0572269,120.9116462
8,南投縣,84526,縣立北山國中,1,1,1,10,7,5,6,12,13,13,8,6,7,2,2,23.9806038,120.8732203
8,南投縣,84527,縣立水里國中,4,5,5,46,64,59,50,65,50,64,68,11,26,2,5,23.8104697,120.8568926
8,南投縣,84528,縣立民和國中,1,1,1,3,7,12,8,11,15,15,16,7,8,1,3,23.798001,120.9181474
8,南投縣,84529,縣立信義國中,1,2,1,6,11,13,11,10,12,13,14,6,11,2,3,23.696674,120.854169
8,南投縣,84530,縣立同富國中,2,1,2,17,14,16,10,20,26,20,15,8,8,2,3,23.59513,120.8874004
8,南投縣,84531,縣立仁愛國中,2,2,2,15,19,27,22,14,20,23,24,9,9,1,3,24.8327902,121.014325
8,南投縣,84532,縣立營北國中,5,6,4,82,30,63,72,54,41,62,49,14,27,1,6,23.9522122,120.6866696
9,雲林縣,91307,私立永年高中附設國中部,4,3,3,72,48,56,30,66,28,57,33,0,0,0,0,23.6797617,120.3998417
9,雲林縣,91308,私立正心高中附設國中部,11,11,12,221,176,230,185,273,200,267,199,0,0,0,0,23.7150432,120.5282857
9,雲林縣,91311,私立文生高中附設國中部,2,2,2,54,34,55,36,52,36,48,42,0,0,0,0,23.6326997,120.2265183
9,雲林縣,91316,私立揚子高中附設國中部,4,5,5,126,54,151,71,150,73,147,76,0,0,0,0,23.6966464,120.4231492
9,雲林縣,91319,私立福智高中附設國中部,3,3,3,37,56,50,59,34,48,42,63,0,0,0,0,23.6330383,120.5231125
9,雲林縣,91320,私立維多利亞高中附設國中部,2,2,3,27,23,38,35,41,34,34,32,0,0,0,0,23.679668,120.5525074
9,雲林縣,91502,私立淵明國中(代用),9,10,10,165,88,174,108,166,108,165,99,22,42,2,6,23.754222,120.614428
9,雲林縣,91503,私立東南國中(代用),18,18,17,33,483,34,464,22,454,22,492,46,63,1,9,23.8027207,120.4518606
9,雲林縣,91506,私立福智實驗國中,1,1,1,27,0,25,0,11,0,14,0,2,4,0,3,23.635984,120.523744
14,臺東縣,144322,縣立蘭嶼高中附設國中部,2,2,2,19,13,17,14,10,21,12,15,0,0,0,0,22.0498373,121.5118562
14,臺東縣,144506,縣立知本國中,3,3,3,22,16,25,19,27,25,39,34,8,20,2,5,22.716939,121.0476642
3,桃園市,34543,市立平興國中,12,11,12,147,160,143,163,154,163,183,165,22,69,4,8,24.9496935,121.2062877
3,桃園市,34544,市立楊明國中,8,7,7,100,101,96,81,102,89,105,93,19,40,1,9,24.9108783,121.1553024
3,桃園市,34545,市立龍興國中,7,8,6,78,70,88,87,79,71,119,92,17,40,3,7,24.937941,121.236078
3,桃園市,34546,市立福豐國中,13,13,14,173,193,165,189,184,181,203,186,34,84,1,11,24.9763815,121.3136515
3,桃園市,34549,市立東安國中,7,6,8,83,81,86,72,105,87,79,89,21,35,0,9,24.916543,121.249509
3,桃園市,34550,市立光明國中,18,21,18,264,238,293,282,272,238,265,216,37,110,3,11,24.1322703,120.6732226
3,桃園市,34551,市立同德國中,18,17,17,240,263,259,245,274,214,246,256,34,106,4,10,25.0156967,121.2935256
3,桃園市,34552,市立幸福國中,5,7,6,55,60,52,70,76,56,63,63,13,38,2,6,24.9880183,121.3319985
3,桃園市,34554,市立大有國中,12,14,12,171,165,202,184,178,156,165,176,30,71,4,7,25.009464,121.3191487
3,桃園市,34555,市立龜山國中,13,14,14,184,139,187,169,173,172,172,162,32,70,2,10,24.9973376,121.3388964
3,桃園市,34556,市立會稽國中,7,7,7,89,74,91,84,89,83,115,82,12,43,0,9,25.0161645,121.3137939
3,桃園市,34557,市立楊光國中(小),7,8,7,77,83,100,112,95,88,82,86,18,38,3,13,24.9065424,121.1685333
3,桃園市,34559,市立迴龍國中(小),3,3,3,19,13,29,22,23,27,32,27,9,17,3,5,25.0194748,121.4050795
3,桃園市,34560,市立平鎮國中,20,19,18,269,301,287,252,257,265,250,252,45,100,1,13,24.9450671,121.2182482
3,桃園市,34561,市立武漢國中,6,6,7,79,78,72,70,100,80,84,77,15,38,3,6,24.8789771,121.2320206
3,桃園市,34562,市立經國國中,8,7,6,121,79,108,57,89,62,67,52,23,38,2,6,25.0217249,121.3039678
3,桃園市,34563,市立過嶺國中,10,11,10,136,114,146,149,142,138,115,131,28,51,2,8,24.9604207,121.1754012
3,桃園市,34564,市立瑞坪國中,8,10,8,104,89,133,120,109,103,112,122,15,53,3,7,24.9070085,121.1806279
3,桃園市,34565,市立青埔國中,12,12,12,190,166,182,189,175,174,161,138,28,64,2,8,25.0110225,121.2059626
4,新竹縣,41303,私立義民高中附設國中部,7,7,7,161,154,166,149,180,130,185,126,0,0,0,0,24.8391368,121.0040633
4,新竹縣,41305,私立忠信高中附設國中部,2,2,1,40,29,38,27,4,4,6,3,0,0,0,0,24.881078,121.001876
4,新竹縣,41306,私立東泰中學附設國中部,1,1,2,12,7,18,15,20,19,32,15,0,0,0,0,24.7115673,121.0983351
4,新竹縣,41307,私立仰德高中附設國中部,5,5,5,116,84,103,94,86,86,121,59,0,0,0,0,24.8815898,121.0051968
4,新竹縣,41401,私立內思高工附設國中部,1,1,1,22,17,14,12,16,19,0,0,0,0,0,0,24.828444,121.0824601
4,新竹縣,41501,私立康乃薾國中(小),4,4,3,60,67,59,72,40,56,42,44,3,20,2,7,24.8053098,121.0361385
4,新竹縣,44311,縣立六家高中附設國中部,6,7,5,81,60,95,92,63,63,46,73,0,0,0,0,24.8210147,121.0318342
4,新竹縣,44320,縣立湖口高中附設國中部,14,15,14,207,201,212,219,181,195,228,189,0,0,0,0,24.8906561,121.0529741
4,新竹縣,44501,縣立竹東國中,10,11,13,137,122,146,120,152,133,130,150,18,79,1,9,24.7360956,121.0870979
4,新竹縣,44502,縣立二重國中,9,9,9,136,132,126,140,144,132,146,115,15,56,1,6,24.764667,121.054678
4,新竹縣,44503,縣立員東國中,2,3,3,17,14,22,23,27,18,24,20,9,18,0,5,24.7071462,121.0973737
4,新竹縣,44504,縣立關西國中,6,6,6,86,63,89,58,90,68,71,65,21,31,2,3,24.7984638,121.1728287
4,新竹縣,44505,縣立石光國中,1,1,1,8,4,21,5,15,6,21,14,7,6,1,3,24.8142928,121.1291033
4,新竹縣,44506,縣立富光國中,3,2,2,21,17,17,14,23,14,24,19,5,20,1,3,24.7798384,121.1801753
4,新竹縣,44507,縣立新埔國中,3,3,5,43,55,53,35,52,56,56,44,8,23,0,5,25.0248193,121.4597107
4,新竹縣,44508,縣立照門國中,1,2,2,9,18,20,13,16,19,23,28,4,10,0,4,24.8491432,121.1132706
4,新竹縣,44509,縣立竹北國中,10,12,12,145,149,171,144,144,168,160,164,20,71,3,9,24.8410731,121.0004545
4,新竹縣,44510,縣立鳳岡國中,3,2,2,31,23,32,23,28,25,35,30,9,16,0,4,24.8638673,120.9663025
4,新竹縣,44512,縣立芎林國中,4,4,5,34,44,50,46,47,37,47,48,6,31,0,6,24.7619639,121.0917444
4,新竹縣,44513,縣立新豐國中,7,6,7,64,67,81,56,67,57,67,69,20,38,2,6,24.9029232,120.991156
4,新竹縣,44514,縣立精華國中,1,1,1,5,7,7,10,9,7,13,6,4,8,1,3,24.9269382,121.0188762
4,新竹縣,44515,縣立橫山國中,2,2,3,22,15,26,12,29,27,24,25,7,19,0,5,24.7182737,121.1461593
4,新竹縣,44516,縣立華山國中,1,2,1,9,10,17,12,9,12,14,6,5,10,0,2,24.7177778,121.1091667
4,新竹縣,44517,縣立寶山國中,3,3,3,20,23,32,14,30,30,22,33,4,22,1,4,24.7644623,120.9908943
4,新竹縣,44518,縣立北埔國中,2,2,2,20,16,15,23,26,24,34,21,2,14,1,3,24.7042857,121.0477338
4,新竹縣,44519,縣立峨眉國中,1,1,1,9,11,16,4,10,3,9,4,4,8,0,4,24.6909542,121.0182791
4,新竹縣,44521,縣立新湖國中,5,6,7,73,62,89,77,102,94,99,97,18,29,1,8,24.9027351,121.0357297
4,新竹縣,44522,縣立中正國中,3,3,3,39,31,42,23,44,41,43,48,2,23,0,5,22.6720999,120.5086289
4,新竹縣,44523,縣立五峰國中,1,1,2,5,9,10,9,10,17,9,10,5,10,1,3,24.632381,121.1191009
4,新竹縣,44524,縣立尖石國中,4,4,3,39,27,38,32,36,39,44,34,11,23,2,3,24.707025,121.2023547
4,新竹縣,44525,縣立忠孝國中,10,10,11,147,141,155,136,154,148,147,141,16,66,1,8,24.8790533,120.9996157
4,新竹縣,44526,縣立博愛國中,10,11,10,149,125,145,150,120,124,128,135,14,69,2,8,24.829963,121.0069528
4,新竹縣,44527,縣立仁愛國中,14,14,14,211,196,204,200,219,175,210,194,24,86,0,14,24.8327902,121.014325
4,新竹縣,44528,縣立自強國中,12,10,12,142,160,141,143,164,138,116,151,17,78,1,10,23.9978564,121.5992803
4,新竹縣,44529,縣立成功國中,24,19,17,361,332,288,258,250,242,261,257,23,128,1,14,24.8188646,121.0173831
4,新竹縣,44530,縣立東興國中,20,22,22,290,254,314,285,331,301,221,211,50,116,3,12,24.8109512,121.0304328
9,雲林縣,94301,縣立斗南高中附設國中部,7,8,8,110,67,105,91,128,104,102,98,0,0,0,0,23.6818742,120.4758371
9,雲林縣,94307,縣立麥寮高中附設國中部,9,10,9,139,88,149,115,136,142,142,129,0,0,0,0,23.7576416,120.2512806
9,雲林縣,94308,縣立古坑華德福實驗高中附設國中部,2,2,2,14,13,20,9,17,8,22,17,0,0,0,0,23.6306774,120.6154051
9,雲林縣,94326,縣立蔦松高中附設國中部,4,4,4,14,50,35,47,26,52,33,44,0,0,0,0,23.5217265,120.2299138
9,雲林縣,94502,縣立東明國中,6,5,5,60,49,64,69,58,50,62,64,15,28,2,6,23.6776016,120.470115
9,雲林縣,94503,縣立大埤國中,4,3,3,34,35,38,39,37,41,48,44,11,19,1,5,23.641869,120.430153
9,雲林縣,94504,縣立飛沙國中,2,2,2,19,18,14,18,14,19,28,25,5,14,3,1,23.6429484,120.1731827
9,雲林縣,94505,縣立四湖國中,1,1,2,10,10,14,13,21,18,16,13,6,10,1,3,23.630123,120.227439
9,雲林縣,94506,縣立水林國中,2,2,3,33,17,24,24,31,32,39,41,9,17,0,6,23.57237,120.248045
9,雲林縣,94508,縣立二崙國中,6,6,6,84,45,86,54,107,57,107,55,17,37,4,4,23.7734882,120.4076915
9,雲林縣,94509,縣立褒忠國中,2,2,2,21,12,20,12,23,18,24,31,9,10,1,3,23.6994368,120.3109085
9,雲林縣,94510,縣立莿桐國中,4,4,4,52,25,39,31,50,52,67,46,12,21,2,5,23.7497516,120.5075965
9,雲林縣,94511,縣立崙背國中,5,7,6,76,63,90,75,99,74,113,71,19,27,1,7,23.7579343,120.3491074
9,雲林縣,94512,縣立古坑國中(小),3,3,4,21,19,35,22,33,20,31,28,7,20,1,7,23.646016,120.566952
9,雲林縣,94513,縣立東勢國中,2,2,3,22,17,26,23,40,33,36,32,10,16,1,4,24.250894,120.832342
9,雲林縣,94514,縣立元長國中,3,3,3,36,32,33,41,41,35,40,41,11,16,1,3,23.645097,120.316927
9,雲林縣,94515,縣立斗六國中,20,20,19,308,313,327,299,277,266,289,272,44,110,2,12,23.7129929,120.5512165
9,雲林縣,94516,縣立雲林國中,7,8,9,96,66,97,90,116,94,120,105,22,44,1,9,23.6998721,120.532683
9,雲林縣,94517,縣立虎尾國中,3,4,3,39,30,48,38,54,39,44,23,13,18,1,5,23.7242456,120.4566637
9,雲林縣,94518,縣立崇德國中,11,13,13,179,151,168,153,186,155,185,153,39,59,1,12,23.715591,120.4176633
9,雲林縣,94519,縣立西螺國中,5,5,6,102,11,113,6,128,5,141,10,25,22,1,8,23.7932286,120.4600875
9,雲林縣,94520,縣立北港國中,5,4,5,56,44,64,52,73,50,64,59,14,23,2,6,23.5657109,120.2991743
9,雲林縣,94521,縣立建國國中,10,11,11,149,142,160,135,150,162,201,166,28,53,6,7,24.9826898,121.3157472
9,雲林縣,94522,縣立宜梧國中,2,2,2,11,17,20,13,21,12,11,8,9,10,1,1,23.547177,120.194823
9,雲林縣,94523,縣立口湖國中,2,2,4,31,20,28,21,47,31,34,28,13,12,1,3,23.5876126,120.1846536
9,雲林縣,94524,縣立臺西國中,3,3,4,48,29,44,36,61,39,55,34,16,17,2,5,23.700932,120.191577
9,雲林縣,94525,縣立土庫國中,8,8,8,97,105,101,102,117,92,116,107,23,38,3,7,23.6863634,120.3885703
9,雲林縣,94527,縣立東和國中,5,4,3,59,32,35,45,53,38,41,54,13,20,0,7,23.6865454,120.5677622
9,雲林縣,94528,縣立馬光國中,4,4,4,67,34,61,33,37,33,66,36,8,27,1,6,23.693844,120.356008
9,雲林縣,94529,縣立石榴國中,2,3,3,29,23,29,30,38,23,42,39,12,10,0,5,23.7231027,120.586746
9,雲林縣,94530,縣立林內國中,3,3,2,23,33,41,24,22,29,24,29,15,11,2,2,23.7559799,120.5936515
9,雲林縣,94543,縣立東仁國中,5,5,5,68,81,80,74,81,71,77,77,12,28,1,4,23.714138,120.440068
9,雲林縣,94544,縣立樟湖生態國中(小),2,2,2,19,14,22,10,13,11,17,11,7,13,3,1,23.6041623,120.6321106
10,嘉義縣,101303,私立同濟高中附設國中部,1,1,1,9,10,16,6,22,7,21,7,0,0,0,0,23.604358,120.473369
10,嘉義縣,101304,私立協同高中附設國中部,10,10,9,234,175,228,189,206,172,216,207,0,0,0,0,23.5321684,120.4367027
10,嘉義縣,104319,縣立竹崎高中附設國中部,7,6,8,75,78,73,79,97,81,73,73,0,0,0,0,23.5211813,120.5530783
10,嘉義縣,104326,縣立永慶高中附設國中部,6,6,6,76,87,89,72,82,75,87,78,0,0,0,0,23.46505,120.294687
10,嘉義縣,104501,縣立朴子國中,8,8,8,27,158,23,177,25,174,18,215,21,41,3,4,23.4613476,120.2390451
10,嘉義縣,104502,縣立東石國中,8,9,8,193,17,165,16,202,12,206,13,19,51,1,8,23.4667656,120.2498381
10,嘉義縣,104503,縣立布袋國中,2,2,2,12,16,19,14,20,22,24,28,8,12,3,1,23.3602515,120.1805791
10,嘉義縣,104504,縣立過溝國中,2,3,2,21,14,33,17,17,22,29,34,11,12,0,4,23.421663,120.182961
10,嘉義縣,104505,縣立大林國中,8,7,7,74,83,80,77,96,86,93,94,20,42,0,7,23.608314,120.4549717
10,嘉義縣,104506,縣立新港國中,9,11,12,114,119,158,143,158,154,185,170,24,60,2,9,23.5578448,120.3431122
10,嘉義縣,104507,縣立民雄國中,12,12,16,142,144,141,159,183,154,207,193,38,68,2,9,23.5569592,120.4202614
10,嘉義縣,104508,縣立大吉國中,4,4,4,50,38,53,39,50,36,52,61,10,27,0,5,23.5151489,120.4871826
10,嘉義縣,104509,縣立六嘉國中,2,3,3,21,24,39,25,30,25,36,35,12,17,2,3,23.5012899,120.2915506
10,嘉義縣,104511,縣立太保國中,4,4,4,37,34,52,32,38,58,41,48,11,23,1,6,23.4549092,120.3292685
10,嘉義縣,104512,縣立嘉新國中,5,5,5,72,38,60,67,73,59,54,60,18,20,1,4,23.5003895,120.3780005
10,嘉義縣,104513,縣立溪口國中,2,2,2,19,12,28,20,12,24,30,20,8,13,0,4,23.605513,120.40348
10,嘉義縣,104514,縣立鹿草國中,3,3,3,32,28,27,29,31,37,40,32,10,15,1,4,23.4092448,120.3133825
10,嘉義縣,104515,縣立東榮國中,2,2,2,20,14,20,8,25,16,25,19,7,13,1,1,23.4618236,120.1731929
10,嘉義縣,104516,縣立水上國中,6,6,7,78,55,73,65,82,62,85,88,14,36,3,3,23.4255767,120.3951298
10,嘉義縣,104517,縣立忠和國中,3,4,5,43,33,51,43,58,47,55,49,14,25,3,4,23.4251557,120.4511236
10,嘉義縣,104518,縣立中埔國中,4,6,6,42,41,52,57,59,50,65,59,13,27,1,6,23.4241818,120.52183
10,嘉義縣,104520,縣立昇平國中,2,2,2,14,20,18,19,23,27,27,27,5,13,1,2,23.4853234,120.5577497
14,臺東縣,144501,縣立新生國中,18,18,19,250,231,270,236,251,248,250,249,49,96,3,10,22.7620417,121.1354095
6,臺中市,64530,市立東華國中,3,3,3,16,22,16,17,27,13,20,22,14,17,3,2,24.2053518,120.8403834
6,臺中市,64531,市立東新國中,3,4,3,12,13,26,15,26,13,23,21,11,24,3,3,24.2629745,120.8296956
10,嘉義縣,104521,縣立義竹國中,5,5,5,44,43,39,49,50,49,63,56,19,26,1,5,23.3419918,120.2504613
10,嘉義縣,104522,縣立民和國中,4,4,4,34,11,22,20,37,14,33,18,13,24,2,4,23.798001,120.9181474
10,嘉義縣,104523,縣立梅山國中,4,4,5,37,38,48,43,46,42,56,40,15,24,1,4,23.5870139,120.5604861
10,嘉義縣,104524,縣立大埔國中(小),1,1,1,8,5,4,5,5,3,4,5,6,6,1,3,23.2943985,120.5916167
10,嘉義縣,104526,縣立阿里山國中(小),1,1,1,3,4,1,3,10,5,7,2,5,8,3,2,23.468368,120.702171
10,嘉義縣,104527,縣立豐山實驗國中(小),1,1,1,3,4,4,2,1,0,2,5,5,6,0,2,23.5760618,120.7499792
11,臺南市,110328,國立南科高級實驗中學附設國中部,9,9,9,119,131,135,115,131,108,114,105,0,0,0,0,23.1060327,120.2922443
11,臺南市,111313,私立南光高中附設國中,7,7,7,147,153,161,136,152,156,171,130,0,0,0,0,23.2981915,120.3148321
11,臺南市,111320,私立港明高中附設國中,12,12,10,326,261,297,243,258,204,265,180,0,0,0,0,23.1189915,120.1952371
11,臺南市,111321,私立興國高中附設國中,6,5,5,118,116,126,94,120,77,147,83,0,0,0,0,23.3128662,120.3223801
11,臺南市,111322,私立明達高中附設國中,2,2,2,32,23,34,33,40,31,38,20,0,0,0,0,23.3105731,120.2746819
11,臺南市,111323,方濟會學校財團法人臺南市黎明高中附設國中部,9,7,8,213,212,176,142,182,159,165,162,0,0,0,0,23.1733109,120.2471809
11,臺南市,111502,私立昭明國中(代用),9,9,9,164,151,163,150,158,149,154,154,26,32,5,4,23.1418954,120.1434133
11,臺南市,113501,市立鹽行國中,5,2,0,84,53,20,26,0,0,0,0,6,12,0,4,23.0475,120.24755
11,臺南市,114306,市立大灣高中附設國中,16,18,17,229,207,268,229,280,195,251,175,0,0,0,0,23.00666,120.2729047
11,臺南市,114307,市立永仁高中附設國中部,8,8,9,74,75,78,74,75,78,84,97,0,0,0,0,23.0036078,120.2402968
11,臺南市,114501,市立仁德國中,9,7,7,93,96,99,84,108,76,131,86,14,47,3,5,22.956055,120.247516
11,臺南市,114502,市立仁德文賢國中,3,3,2,34,32,41,25,27,27,37,23,8,17,0,5,22.9218797,120.2357843
11,臺南市,114503,市立歸仁國中,15,15,16,201,202,226,203,223,209,221,191,37,77,2,10,22.9701939,120.293954
11,臺南市,114504,市立關廟國中,6,6,7,73,83,73,81,73,82,75,85,14,33,1,6,22.9607306,120.3243118
11,臺南市,114505,市立永康國中,16,18,18,193,214,247,238,233,251,227,218,36,98,2,11,23.02773,120.256216
11,臺南市,114508,市立龍崎國中,1,1,1,7,6,10,7,6,9,4,4,6,4,0,4,22.9684964,120.3607674
11,臺南市,114509,市立新化國中,8,10,10,89,88,120,99,130,121,125,123,18,56,1,9,23.033537,120.3122308
11,臺南市,114510,市立善化國中,7,8,8,93,79,103,102,105,100,98,110,15,45,2,5,23.1471128,120.2879407
11,臺南市,114511,市立玉井國中,4,3,3,43,38,51,29,42,35,41,48,8,19,2,4,23.123352,120.47018
